Word,Count,Probability,Direction
الوحدة ويتم في,1,0.09090909090909091,3
بمدينة المحرق حيث,1,0.25,3
حاوية في,1,1.0,2
وانها ستقوم بحملة,2,1.0,3
أي مقابل البونس,1,0.02,3
قانونية واضحة,1,0.25,2
الحرة بالتعاون,1,0.25,2
نحترم الرئاسة وندعو,1,0.5,3
المشاركة في,2,0.25,2
تتلخص في عشرة,1,0.5,3
موقفه عرض الأمر,1,0.2,3
دولار تجاوز,1,0.030303030303030304,2
بتنفيذه,1,0.0,1
وتسليط,1,0.0,1
في صحف,1,6.455777921239509E-4,2
الخدمات وجدت,1,0.037037037037037035,2
بناء سفن في,1,0.03571428571428571,3
يستحق المكافأة في,1,0.3333333333333333,3
للمرأة مساهمة,1,0.037037037037037035,2
التي سوف يتم,1,0.003472222222222222,3
جهوده ومواقفه,1,1.0,2
خلال خلق,1,0.0078125,2
بزيارة تفقدية لحالة,1,0.08333333333333333,3
لجنة الاعمار والاسكان,1,0.029411764705882353,3
النفط مقابل الغذاء,7,1.0,3
وامتنانهم لصاحب,1,1.0,2
على جميع المستويات,1,0.001483679525222552,3
النشر الالكتروني,1,0.5,2
تدريب رواد الأعمال,1,0.2,3
لهم بموجب,1,0.04,2
حديثه في,1,1.0,2
العمرانية للخليج تضع,1,0.16666666666666666,3
على المعايير الدولية,1,0.001483679525222552,3
الاونة الأخيرة بوضع,1,1.0,3
زيارة رئيس الوزراء,1,0.1111111111111111,3
التعاون الثنائي,1,0.020833333333333332,2
التعاون الاقليمي والاعتماد,1,0.020833333333333332,3
التنسيق والحوار والاحترام,1,0.5,3
برلماني متجدد دروس,1,1.0,3
قراره,7,0.0,1
والتحويلات الرأسمالية من,1,0.5,3
النائبين يوسف,1,1.0,2
وكذلك الامر,1,0.16666666666666666,2
أظهر التقرير الأسبوعى,1,1.0,3
هي جزء منها,1,0.023809523809523808,3
الألعاب,1,0.0,1
جنوب قطع غزة,1,0.058823529411764705,3
الاقتصادي كما,2,0.06666666666666667,2
يتمنى,2,0.0,1
منذ لحظة التقاء,1,0.034482758620689655,3
البرلماني والقضايا المعروضة,1,0.125,3
خطيرة ممكن,1,0.25,2
هذه الخطة,1,0.00558659217877095,2
الاسلام حرم الخلوة,1,0.125,3
داخله وفي قطاع,1,1.0,3
أو وسائل الاعلام,1,0.00641025641025641,3
الظروف وبشاعة,1,0.125,2
وأطلقت سراح,1,0.5,2
للمؤتمرات بفندق,1,0.5,2
مواد لا,1,0.25,2
هدموا,1,0.0,1
المطروح هو,1,0.3333333333333333,2
لأنه أول,1,0.2,2
بمنطقة الجلدة,1,0.25,2
حمد المهندي الذي,1,0.038461538461538464,3
سوى للشعب الفلسطيني,1,0.125,3
هو الأساس الذي,1,0.011235955056179775,3
عناصر مشاة البحرية,4,1.0,3
لإدارة,2,0.0,1
وتقدم مجموعة,1,0.3333333333333333,2
اللائحة الداخلية تنص,1,0.05263157894736842,3
والاعتداءات,1,0.0,1
السبب الرئيسي,1,0.16666666666666666,2
والثانية والتي,1,0.3333333333333333,2
بعد هزيمة,1,0.01282051282051282,2
على حق الاختلاف,1,0.001483679525222552,3
والرياح,1,0.0,1
لسان,2,0.0,1
أو بأية,1,0.00641025641025641,2
الدخل القومي بأسعار,1,0.0625,3
الكشف عن هويته,2,1.0,3
اذا تم نقل,1,0.05263157894736842,3
مدينة لندن لكونها,1,0.07692307692307693,3
لنسبة والضعيف,1,0.08333333333333333,2
نركز على,1,1.0,2
جذورها هذا,1,1.0,2
رئيسة المجلس,12,0.75,2
صدق الخطى,1,0.3333333333333333,2
الظهراني رئيس,3,0.07692307692307693,2
الشكر الجزيل,1,0.16666666666666666,2
السابق لمكافحة الأموال,1,0.06666666666666667,3
أن يخرج على,1,0.0045662100456621,3
المثال الحكومة الأمريكية,1,0.08333333333333333,3
من تقرير المحافظة,1,8.163265306122449E-4,3
القومية في,1,0.06666666666666667,2
الصناعية انتقلت إلى,1,0.058823529411764705,3
وترشيد استخدامها,1,1.0,2
الى صياغة,1,0.0038314176245210726,2
الدراسية,6,0.0,1
أن يتجاوز,1,0.0045662100456621,2
بينما يصرف,1,0.125,2
صيغ القوانين كبديل,1,0.5,3
كما طرح العضو,1,0.007352941176470588,3
والتقدير للظهراني النائب,1,0.25,3
خلال عام وقال,1,0.0078125,3
المبررات كما يجب,1,1.0,3
أوروبا متطلبات,1,0.2,2
وقد تمكنت دول,1,0.009174311926605505,3
أحكام هذه,1,0.16666666666666666,2
من اقامتها اما,1,8.163265306122449E-4,3
حالة الانسجام,1,0.03571428571428571,2
المجاملة ويقول,1,1.0,2
نشأت وللأسف بإيعاز,1,0.5,3
الأنصاري,1,0.0,1
السياسية في المجتمعات,1,0.058823529411764705,3
نافيه ديكاليم,1,1.0,2
خبراء حقوق,1,0.25,2
المجتمع البحريني,1,0.022222222222222223,2
امس شقة سكنية,1,0.030303030303030304,3
أحد الجزاءات المنصوص,1,0.041666666666666664,3
بنشاطات,1,0.0,1
الثاني بتاريخ اكتوبر,1,0.05,3
والقضائية والتطبيق,1,1.0,2
للقيام,3,0.0,1
وهذا مؤشر واضح,1,0.04,3
لا توجد لذلك,1,0.006329113924050633,3
الطاقة رقم,2,0.11764705882352941,2
نيران اسلحتهم,2,1.0,2
في إطار استراتيجية,1,6.455777921239509E-4,3
للجمعية والمحامي عيسى,1,0.2,3
وزارة التربية,3,0.06521739130434782,2
ويحرك,1,0.0,1
حول اسواق النفط,1,0.015151515151515152,3
للوقوع في الخطأ,1,1.0,3
ان ينتهي,1,0.002369668246445498,2
الحائط لكل,1,1.0,2
السعودية الشقيقة وذلك,1,0.02631578947368421,3
رأيه ودوره,1,0.3333333333333333,2
وعوائق الاستثمارات,1,1.0,2
بذل جهود,2,1.0,2
للجمهور للاطلاع,1,1.0,2
الكوتة قائلا هذا,1,0.3333333333333333,3
اعتقلت الفلسطيني,1,0.14285714285714285,2
الذي نشأ,1,0.005813953488372093,2
لدولتهم,1,0.0,1
مطالبا عدم,1,1.0,2
والوصول الى,1,1.0,2
المقيمين,1,0.0,1
لمؤتمر,2,0.0,1
الارضية المناسبة,1,0.5,2
يتمكن,5,0.0,1
هو أساس البناء,1,0.011235955056179775,3
أطلقت جمعية التربية,1,0.5,3
معايير منتج,1,0.25,2
المرأة في مباشرتها,1,0.023809523809523808,3
الذي كرس مفهوم,1,0.005813953488372093,3
وعن اصابة,2,0.4,2
الكهرباء بعد ذلك,1,0.045454545454545456,3
سيقاد على نحو,1,1.0,3
الأسرى العراقيين وجاءت,1,1.0,3
الملبس ليحال,1,0.3333333333333333,2
عام ألا,1,0.014925373134328358,2
للأحياء السكنية,1,1.0,2
الزملاء,2,0.0,1
زارات أنه يجب,1,0.25,3
عن تمنياته,2,0.008438818565400843,2
ودبي وأنا أحصل,1,0.5,3
الأولية,1,0.0,1
مدير دائرة,2,0.25,2
امله في ان,1,1.0,3
ربحية لها,1,1.0,2
الدمار الشامل,1,1.0,2
إشكالية لدى,1,1.0,2
نمو التجارة,1,0.2,2
أحكام هذا,2,0.3333333333333333,2
الجلسة يجب,1,0.011111111111111112,2
تعويض اصحابها حيث,1,0.5,3
يوقع على العضو,1,1.0,3
بلورة شكل البرجين,1,0.5,3
أكثر سلامة للمواطنين,1,0.0196078431372549,3
وأقاموا في عشش,1,1.0,3
يتعارض,1,0.0,1
ويحدث,3,0.0,1
وتحسين مستوى جودة,1,0.16666666666666666,3
عيد يوسف,1,0.3333333333333333,2
بقيمة اسمية تبلغ,1,0.2,3
ديسمبر وآخرها في,1,0.09090909090909091,3
الفعالية من أجل,1,0.5,3
الارض لتبادل,1,0.5,2
الالتزام بمعايير فرز,1,0.1111111111111111,3
مع أهمية,1,0.005747126436781609,2
ويحدد,2,0.0,1
إلى الجلسة أم,1,0.004132231404958678,3
الاملاءات,1,0.0,1
رعاية سمو,1,0.09090909090909091,2
القومية من,1,0.06666666666666667,2
الفلوجة في مجلس,1,0.03571428571428571,3
الاقتصادية مما عزز,1,0.025,3
أقر الاجتماع,1,1.0,2
لهم انتهاء,1,0.04,2
مرشدتين لكل,1,1.0,2
وأعارض تخصيص,1,1.0,2
ببدعة جديدة على,1,1.0,3
استطلاعا للرأي,1,1.0,2
يرفع تعرفة التأمين,1,1.0,3
بالسيطرة الاسرائيلية,1,1.0,2
تتكون خلال,1,0.3333333333333333,2
الموجودين والقينا القبض,2,1.0,3
النائب أحمد بهزاد,4,0.8,3
إنه رغم,1,0.125,2
بالتوظيف وأنا,1,1.0,2
يقوم عشرون موظفا,1,0.04,3
صفحة الماضي,2,1.0,2
انشاء وزارة أو,1,0.1111111111111111,3
عندما تخرج لا,1,0.1,3
بشركة ألبا قائلا,1,0.3333333333333333,3
خلالها من,1,0.07692307692307693,2
علمية حول,1,0.5,2
رأينا وقال عبدالله,1,1.0,3
العاصمة والمحافظة مع,1,0.06666666666666667,3
سوءا في الوطن,1,1.0,3
أسرة بكلفة,1,0.08333333333333333,2
رعاية وزيرة,1,0.09090909090909091,2
إنجلترا,1,0.0,1
مجيد العلوي,1,1.0,2
وقال لماذا,1,0.010526315789473684,2
وقد أجرى,1,0.009174311926605505,2
مخبئين لسكاكين لضرب,1,1.0,3
وسيستمر العمل,1,1.0,2
مازالت تفتقر,1,0.3333333333333333,2
الامركزية في,1,1.0,2
الخدمات والبرامج منها,1,0.037037037037037035,3
في زيادة تنوع,1,6.455777921239509E-4,3
سابقا وأن الطالب,1,0.3333333333333333,3
المادة من الدستور,1,0.058823529411764705,3
والدوحة وجدة,1,1.0,2
الأوراق النقدية,1,0.25,2
يحصل لبعض,1,0.3333333333333333,2
له الجدير بالذكر,1,0.02631578947368421,3
المجلس تنص المادة,1,0.005050505050505051,3
عن جائزة,1,0.004219409282700422,2
الوزراء في البحرين,1,0.015625,3
للاختلاط بين الجنسين,2,1.0,3
الرميحي,3,0.0,1
يخص أي,1,0.3333333333333333,2
العراق بكلفة,1,0.045454545454545456,2
أية موانع,1,0.1111111111111111,2
رابين عام زعيم,1,1.0,3
الاشهر القليلة,1,0.5,2
فلسطينيون,1,0.0,1
وهي الوحدة,1,0.041666666666666664,2
في دعم البنية,1,6.455777921239509E-4,3
المالي الأوروبي في,1,0.06666666666666667,3
اما من حيث,2,1.0,3
سيتم إعادة تجديدها,1,0.125,3
والرقابة على التعليم,1,0.5,3
للولايات المتحدة وإسرائيل,1,0.5,3
المبيتة القائمة على,1,1.0,3
اللازمة لهذه المكافأة,1,0.07142857142857142,3
هو هل من,1,0.011235955056179775,3
الإعلام يغادر,1,0.05,2
قصص وروايات,1,1.0,2
ببعض المناطق وانقطاعات,1,0.3333333333333333,3
الأستاذ فخري,2,0.15384615384615385,2
من الاعفاء,1,8.163265306122449E-4,2
أن تدفع عجلة,1,0.0045662100456621,3
الرابع بالمعاملات الخارجية,1,0.25,3
بان مجموعة,1,0.16666666666666666,2
المجموعة لوقف دعم,1,0.3333333333333333,3
نبه عضو,1,0.5,2
تحفيز رأس,1,1.0,2
هو عليه,1,0.011235955056179775,2
النواب على الرسائل,1,0.008620689655172414,3
ويتعارض,1,0.0,1
إطلاقا فهذا,1,0.5,2
في جمعية أطباء,1,6.455777921239509E-4,3
تامة,2,0.0,1
الاعتذار الذي سيعلنه,1,0.25,3
الحوافز أو البونس,1,0.3333333333333333,3
فرض عقوبات,1,0.25,2
للخدمات جاء أساسا,1,0.25,3
هذا الجدار العنصري,1,0.005208333333333333,3
في التصميم,1,6.455777921239509E-4,2
لقد وجهت,1,0.05263157894736842,2
الاقتصادي يعد,1,0.03333333333333333,2
أمس تركزت,1,0.020833333333333332,2
لهم سكنا مريحا,1,0.04,3
ويزول هذا,1,1.0,2
والتقاليد الجامعية المتعارف,1,0.3333333333333333,3
فلسطينيين,3,0.0,1
حزب العمل,1,1.0,2
لشرح,1,0.0,1
الجمعة ان شاحنة,1,0.1111111111111111,3
الديمقراطي خلال,1,0.5,2
دفاعه ويعهد,1,0.5,2
من تلوث وضوضاء,1,8.163265306122449E-4,3
أحد الجزاءات السابقة,1,0.041666666666666664,3
وتدور حول الاستثمارات,1,1.0,3
ومرددين بعض,1,1.0,2
مثل الريال السعودي,1,0.03125,3
الصناعة وهو,1,0.08333333333333333,2
عالمي متقدم,1,0.5,2
ومستقبله قبل الشروع,1,1.0,3
تنفيذها,4,0.0,1
قطاع العالم,1,0.047619047619047616,2
الفعلية دون,1,0.3333333333333333,2
ولا تجاوز,1,0.02,2
العراقي المحسوب على,1,0.034482758620689655,3
في سياق,1,6.455777921239509E-4,2
ينتظر الأمة العربية,1,1.0,3
الوطنية والصحفية والاعلامية,1,0.03125,3
فى المنطقة انطلاقا,1,0.07692307692307693,3
تاما,1,0.0,1
ويتلى,1,0.0,1
يناهز ألف نسمة,2,1.0,3
يتناقض,1,0.0,1
مستوى هذه,1,0.047619047619047616,2
تعيين,5,0.0,1
الكلام فإذا لم,1,0.08333333333333333,3
الاحمر,19,0.0,1
بالذكر انه,1,0.3333333333333333,2
المادة أمران,1,0.058823529411764705,2
أو الطالبة وتسليمه,1,0.00641025641025641,3
هو التفاف,1,0.011235955056179775,2
بقية الموظفين المؤهلين,1,0.2,3
سبيل المثال أو,1,0.08333333333333333,3
أن يعمل على,1,0.0045662100456621,3
وتتكرر,1,0.0,1
تأييد,2,0.0,1
الاحمر يضم موظفين,1,0.05263157894736842,3
الرأي الآخر,1,0.06666666666666667,2
التي تدعمها,1,0.003472222222222222,2
مع هطول الأمطار,1,0.005747126436781609,3
في الشبكة كما,1,6.455777921239509E-4,3
من يسيء,1,8.163265306122449E-4,2
السنة المالية,1,0.08333333333333333,2
الاقتصادية لمواطني,1,0.025,2
المؤتمر,39,0.0,1
اتفاق سلام مع,1,0.16666666666666666,3
المدفوع مليون,1,0.3333333333333333,2
نوفمبر عام,1,0.0625,2
شهور وقال هناك,1,0.2,3
الدولي يرتب قرضا,1,0.03571428571428571,3
وهي أكبر,2,0.08333333333333333,2
بلغة واضحة,1,1.0,2
البرنامج,8,0.0,1
مصادر خاصة أن,1,0.0625,3
وقد شهدت الميزانية,1,0.009174311926605505,3
البحرين المتضامن استهل,1,0.006134969325153374,3
مصيقر مساعد,1,0.3333333333333333,2
الحكيمة المباركة,1,0.25,2
خلالها لا,1,0.07692307692307693,2
الراهنة وبعد,1,0.5,2
دشنه حضرة,1,1.0,2
ولم نعهد منه,1,0.07142857142857142,3
وواجبات المواطنة والسماح,1,1.0,3
القانون أو,1,0.05,2
التنبيه المكتوب,1,0.5,2
المحلية و,1,0.05263157894736842,2
المحليين الكاملة من,1,0.3333333333333333,3
ليقول للعالم إن,1,1.0,3
كل منطقة نوع,1,0.011235955056179775,3
ولخصها,1,0.0,1
كلامه بالقول,1,0.5,2
محاذير,2,0.0,1
وهذا خطأ,1,0.04,2
الدفاع في اجتماع,1,0.07142857142857142,3
بالاجتماع,1,0.0,1
والمؤسسات الصغيرة,1,0.07692307692307693,2
وورقة مقدمة,1,0.25,2
تأثير كبير,1,0.2,2
المدينة وقد ووري,1,0.06666666666666667,3
في توسعة الشوارع,1,6.455777921239509E-4,3
في رمضان ناقشت,1,6.455777921239509E-4,3
نوع تطريز مختلف,1,0.16666666666666666,3
والسيدة سوسن,1,0.25,2
المساهمة إلى,1,0.14285714285714285,2
نواب المجلس منهم,1,0.3333333333333333,3
بالصور التي,1,1.0,2
الافتتاحية للمؤتمر,2,0.5,2
حوله وتحديد المسئولية,1,0.5,3
على الاجراءات التي,1,0.001483679525222552,3
أحد رموز,1,0.041666666666666664,2
دعما لخدمات,1,0.5,2
اعادة تشغيل,1,0.16666666666666666,2
المواطنين إيجاد,1,0.047619047619047616,2
أي أكثر,1,0.02,2
أن المجلس ومنذ,1,0.0045662100456621,3
حيث يحتاج اعداد,1,0.00980392156862745,3
إكمال,1,0.0,1
مجال البحوث والتنمية,1,0.034482758620689655,3
العاصمة لهي مكرمة,1,0.06666666666666667,3
المؤثرة,3,0.0,1
الحكم وحقوق,1,0.5,2
وتعاون الاجهزة,1,0.3333333333333333,2
يتأهل للحصول,1,1.0,2
الفور قمنا باستجواب,2,1.0,3
الخاصة بإنشاء مشروع,1,0.03571428571428571,3
وفتح,3,0.0,1
تحقق دخلا للجمعية,1,0.16666666666666666,3
الغذائي ودور الرقابة,1,0.3333333333333333,3
التي تبين,1,0.003472222222222222,2
الاخرى,3,0.0,1
الامريكي بالقرب,2,0.11764705882352941,2
الاجتماعية الفعالة,1,0.05263157894736842,2
أبجديات المجتمع وفي,1,0.2,3
طويلة,5,0.0,1
طويلا,1,0.0,1
تراجعات وانهيارات في,1,1.0,3
حالة بوماهر,7,0.25,2
الولاء والوفاء,2,1.0,2
والاكاديميات بصفة,1,1.0,2
صادق من جامعة,1,1.0,3
حول ما,1,0.015151515151515152,2
والأخذ بها من,1,1.0,3
للحركة,3,0.0,1
تخفيض التقديرات,1,0.5,2
مجلس إدارة الشركات,1,0.00909090909090909,3
عنف أو حادث,1,1.0,3
منتظم بحيث تربك,1,1.0,3
والى اجل,1,0.3333333333333333,2
الملكية وعائد التنظيم,2,1.0,3
بين الجنسين في,2,0.5,3
قرار الرفض,1,0.0625,2
تبذل,2,0.0,1
من التنسيق,1,8.163265306122449E-4,2
المنسجمة مع الشريعة,1,1.0,3
تبرز,1,0.0,1
الخامسة والنصف وتستهل,1,0.25,3
المهام,1,0.0,1
أساسية للمرحلة القادمة,1,0.3333333333333333,3
النواب تماما كما,1,0.008620689655172414,3
سحابة صيف,3,1.0,2
الوزارة تسعى,1,0.023255813953488372,2
لشغل,2,0.0,1
والجهات العاملة في,1,0.3333333333333333,3
جيدا لنسبة,1,0.3333333333333333,2
امس أمام مدرسة,2,1.0,3
المحكمة لإصدار حكمها,1,0.5,3
المواصلات وسمو,1,0.1111111111111111,2
ما حصل,1,0.005988023952095809,2
أجبرتها,1,0.0,1
نتناول القضايا المهمة,1,1.0,3
المسلمين ويقولون انها,1,0.3333333333333333,3
وقالتا إن,1,1.0,2
خطة عمل,3,0.16666666666666666,2
بيان مفصل عن,1,0.047619047619047616,3
وفاء,1,0.0,1
هدم البيت,1,0.3333333333333333,2
التي تهدف إلى,1,0.003472222222222222,3
أن دليل,1,0.0045662100456621,2
جنوب قطاع,4,0.23529411764705882,2
فنيا ثقافيا,1,1.0,2
لمنح هذه,1,1.0,2
والكردية الذي طالما,2,1.0,3
من النواب وخاصة,1,8.163265306122449E-4,3
وفاة,4,0.0,1
ويتضح,1,0.0,1
حيث العودة,1,0.00980392156862745,2
جوهر يعقب,1,0.3333333333333333,2
أمنا وسوف يستلم,1,0.5,3
إدارة مؤقت,1,0.03571428571428571,2
متسائلا لما كانت,1,1.0,3
للاستثمار أمس,1,0.09090909090909091,2
وعبر الرئيس الفرنسي,1,0.5,3
وسيخصص جزء من,1,1.0,3
أو التطاول,1,0.00641025641025641,2
تبدأ,5,0.0,1
عدم الاستقرار التي,1,0.027777777777777776,3
الاعتماد عليه في,1,0.3333333333333333,3
المنهج,1,0.0,1
الضياع أطلق,1,1.0,2
الاوسط وقال المتحدث,1,0.058823529411764705,3
ما حدث,18,0.10778443113772455,2
بما يوفر,1,0.025,2
كان هناك من,1,0.016666666666666666,3
التصويت عليه بالموافقة,1,1.0,3
روسيا مع اقتراب,1,0.3333333333333333,3
البدني والطاقة المصروفة,1,0.14285714285714285,3
نصل الى,1,1.0,2
من جانبه ان,1,8.163265306122449E-4,3
لشعب,2,0.0,1
الحقائق كما هي,1,0.16666666666666666,3
بدأ الخلل في,1,0.14285714285714285,3
تدابير اتفق الاطراف,1,0.5,3
الكهربائية الموحدة,1,0.16666666666666666,2
أسمى وأجل,1,0.5,2
مستوى الدولة لعلاج,1,0.047619047619047616,3
أعمال الفنانتين,1,0.05,2
فما حدث ويحدث,1,0.3333333333333333,3
الحرم المكي,1,0.16666666666666666,2
الإنتاج والدخل القومي,1,0.16666666666666666,3
الظهراني الجلسة رسميا,1,0.02564102564102564,3
لمواجهة الارتفاع المفاجىء,1,0.5,3
في مسيرة التنمية,1,6.455777921239509E-4,3
المرأة دائما,1,0.023809523809523808,2
على مكافأة البونس,1,0.001483679525222552,3
القدرة التنافسية,1,1.0,2
لها شكر إلى,1,0.02,3
الذي يثبت أنه,1,0.005813953488372093,3
المتزايدة ومن أهم,1,1.0,3
المجلات,1,0.0,1
انه تم,2,0.047619047619047616,2
الخدمات التجارية المتطورة,1,0.037037037037037035,3
صنع القرار,2,0.6666666666666666,2
الوحدة الوطنية متمنيا,1,0.09090909090909091,3
المياه إلى جميع,1,0.25,3
عبدالرحمن عندنا أعراف,1,0.03225806451612903,3
عقابا جماعيا,1,1.0,2
الغرفة التجارية ومنظمة,1,0.2,3
وقد تم التركيز,1,0.009174311926605505,3
أخذ في,1,0.5,2
تبحث,1,0.0,1
فأين موقف,1,1.0,2
حيث يقوم,2,0.0196078431372549,2
صراحة على الاخذ,1,1.0,3
ان الاسرى عرضوا,1,0.002369668246445498,3
من أدلى بهذا,1,8.163265306122449E-4,3
الاجمالي فيقصد,2,0.5,2
أمريكي لتطوير,1,0.25,2
الكشف الكامل عن,1,0.3333333333333333,3
فرصتهم ان تكون,1,1.0,3
المجلس مرة أخرى,1,0.005050505050505051,3
احداث يأتي آخرون,1,0.5,3
التراخيص للمواطنين,1,0.14285714285714285,2
الشركات الصغيرة والمتوسطة,1,0.06666666666666667,3
نعيش عصر الانفتاح,1,0.3333333333333333,3
التأديبية,1,0.0,1
يستعدان على ما,1,1.0,3
كلمة نيابة عن,1,0.09090909090909091,3
من المخالفات توضح,1,8.163265306122449E-4,3
مقاضاة,1,0.0,1
العقارات وتوظف الشركة,1,0.25,3
الاوروبية,2,0.0,1
للإنماء,1,0.0,1
قابل ايضا ونبه,1,0.5,3
في ميونيخ,2,0.0012911555842479018,2
وزارة الصحة,3,0.06521739130434782,2
الدفيئة,2,0.0,1
المنفى,1,0.0,1
سؤال للرئاسة,1,0.125,2
العملية السلمية بعد,1,0.1111111111111111,3
طرحها خلال فعاليات,1,0.5,3
تسعى هيونداي,1,0.16666666666666666,2
المنطق والطرق الإحصائية,1,0.5,3
العمل إلقاء,1,0.013333333333333334,2
صحفيي الجريدة ولا,1,0.5,3
إجراءات الإصلاح,1,0.058823529411764705,2
تنظيم برامج توعوية,1,0.1111111111111111,3
الجهتين,2,0.0,1
رجال الدين,1,0.16666666666666666,2
ما تم بناؤه,1,0.005988023952095809,3
الأوروبي حول,1,0.09090909090909091,2
فيه ثورة,1,0.027777777777777776,2
الأمور وقلب,1,0.09090909090909091,2
مساندة ممكنة,1,0.3333333333333333,2
كأنه حدث في,1,0.5,3
هيئة الخبراء,1,0.09090909090909091,2
وداعما رئيسيا,1,1.0,2
بكتابة رسالة للظهراني,1,1.0,3
مكثفة ومحترفة,1,1.0,2
التحوط ومشروعات تنمية,1,1.0,3
النادي,1,0.0,1
والتمزق الذي,1,0.5,2
في الأسواق العالمية,1,6.455777921239509E-4,3
الليلة قبل الماضية,1,0.5,3
جاسم عبدالعال محمد,1,0.045454545454545456,3
عقده اليوم على,1,1.0,3
التنافسية للمنتجات,1,0.5,2
للحريق,1,0.0,1
الوطن وتحييد فئة,1,0.045454545454545456,3
على تقييم أداء,1,0.001483679525222552,3
الموقف عليها ويطالبونها,1,0.1,3
الحرية الاقتصادية وأبرزت,1,0.25,3
عالميا إلا,1,0.16666666666666666,2
يدخنون,1,0.0,1
أسفلت الطرق والجداروقال,1,1.0,3
رئيسه,2,0.0,1
من طابقا أعلى,1,8.163265306122449E-4,3
ابن خالة العميد,2,1.0,3
في الارتقاء,1,6.455777921239509E-4,2
المقررة للجيد جدا,1,0.045454545454545456,3
رئيسي,3,0.0,1
والتنسيق مع جامعة,1,0.16666666666666666,3
ويدرس الباحث,1,1.0,2
لتوسيع المستوطنات المقامة,1,0.5,3
الملكية دائما فقد,1,0.05555555555555555,3
وسمو الأمير عبدالله,1,0.125,3
يمتد الحرمان,1,1.0,2
وهذا خلق,1,0.04,2
في بيان لهم,1,6.455777921239509E-4,3
لكنها اتجهت,1,0.5,2
في المنطقة,22,0.014202711426726921,2
معاقبة العضو الخارج,1,1.0,3
مناطق سكنهم وقراهم,1,0.1,3
الحاضر تمت رسميا,1,0.2,3
الطاقة الموجودة لا,1,0.058823529411764705,3
الاسر البحرينية في,1,0.5,3
لدعم المركز الذي,1,0.5,3
مشترطا,1,0.0,1
دور خطب,1,0.047619047619047616,2
وتتكون,1,0.0,1
اننا نعتمد,1,0.16666666666666666,2
التي حرصت على,1,0.003472222222222222,3
الى مناقشة الآليات,1,0.0038314176245210726,3
مؤخرا بإلغاء,1,0.07142857142857142,2
ويجسد التعاون,1,1.0,2
بالمحرق وجه السيد,1,1.0,3
ظاهرة مشجعة إلا,1,0.2,3
لذلك ولابد,1,0.09090909090909091,2
التغذوي,1,0.0,1
ذات فوائد مرتفعة,1,0.03571428571428571,3
ونقل وتوزيع الطاقة,1,0.5,3
من استيفاء الموظف,1,8.163265306122449E-4,3
المنافسة وتوفير,1,0.16666666666666666,2
أول أيام,1,0.16666666666666666,2
النائب الدكتور,2,0.028985507246376812,2
قيمة وفي بريطانيا,1,0.1111111111111111,3
ألقى وزير الصناعة,1,0.25,3
وقدمت الجمعية مساعداتها,2,1.0,3
للآنسة حصة إبراهيم,1,1.0,3
الفلسطينيين يتركون,1,0.07142857142857142,2
المرحلة الابتدائية للدكتور,1,0.1111111111111111,3
الضوابط والمعايير,1,1.0,2
كان الانفجار اسفر,1,0.016666666666666666,3
لذلك فإن الوقوف,1,0.09090909090909091,3
مع ضمان,1,0.005747126436781609,2
مدى شهور وقال,1,0.04,3
فستتناول موضوع,1,1.0,2
أجلها الاتحاد العربي,1,0.5,3
فاعلة ومشاركة حقيقية,1,0.5,3
لابد ان نفكر,1,0.1111111111111111,3
تقدير ممتاز هذا,1,0.058823529411764705,3
وتضم الجمعية,1,0.5,2
مسلكية,1,0.0,1
اثرها اختيار,1,1.0,2
بصفة خاصة الهدف,1,0.1111111111111111,3
استخدامه للإجازات المرضية,1,0.5,3
التغذية,15,0.0,1
اتفق المجتمعون ايضا,1,0.2,3
ان تحل مكان,1,0.002369668246445498,3
تحليله لهذه القوى,1,0.5,3
الناجح,1,0.0,1
على السيارات كما,1,0.001483679525222552,3
والمجتمع ومواجهة لكل,1,1.0,3
من مخاطر وحروب,1,8.163265306122449E-4,3
بسرعة أكبر,1,0.5,2
أمام المسئول,1,0.037037037037037035,2
الإنتاج النظيف للطاقة,1,0.16666666666666666,3
في البحرين ليتم,1,6.455777921239509E-4,3
دون أن تنحاز,1,0.03571428571428571,3
ومن المطلة,1,0.02040816326530612,2
العادل والشامل ويدعو,1,0.5,3
لافعالهم ونسف الجيش,1,1.0,3
متقدم هو,1,1.0,2
منطقة معبر رفح,1,0.02857142857142857,3
لسنوات طويلة,1,1.0,2
بدول التعاون,1,0.5,2
البحار وعن ميعاد,1,1.0,3
التحتية,4,0.0,1
وهذه قناعات,1,0.09090909090909091,2
له رأيه ودوره,1,0.02631578947368421,3
نأمل في ان,1,0.3333333333333333,3
المباشرة والاستثمارات المحلية,1,0.5,3
وإزاء ذلك خرج,1,1.0,3
المائة من ناحية,1,0.07692307692307693,3
إلى تحقيق تطلعات,1,0.004132231404958678,3
مرتبطون عضويا واقتصاديا,1,1.0,3
ثقة المواطن,1,0.5,2
المعايير الدولية,3,0.3,2
جدا والجيد,2,0.15384615384615385,2
تفعل ذلك لان,1,0.5,3
طالما شهدته,2,0.5,2
السلطة الفلسطينية الجديدة,1,0.1,3
الاثنين و ليفتح,1,0.09090909090909091,3
الذي سينعقد,1,0.005813953488372093,2
ننتظر,1,0.0,1
بتصريح جاء,1,1.0,2
ليرتفع من مليون,1,1.0,3
والمساعدات والقيام بنشاطات,1,0.5,3
